element,sp_num,obs_wl_vac(A),unc_obs_wl,ritz_wl_vac(A),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Fe,2,20696.350,0.002,20696.354,0.004,1.6,,,102666.741,107498.510,3d6.(5D).6s,6D,1/2,3d6.(5D).6p,4D*,3/2,,,L18349c139,
Fe,2,20696.9932,0.0010,20696.9919,0.0021,18,,,102334.140,107165.760,3d6.(5D).6s,6D,5/2,3d6.(5D).6p,4F*,7/2,,,L18349c148,
Fe,1,20703.962,0.013,20703.964,0.006,600,1.99E+05,C+,40231.336,45061.329,3d6.(5D).4s.4p.(1P*),x 5D*,2,3d6.(5D).4s (6D).5s,e 5D,3,,T5720,L11631,
Fe,2,20705.094,0.006,20705.0869,0.0021,0.5,,,102334.140,107163.871,3d6.(5D).6s,6D,5/2,3d6.(5D).6p,4P*,5/2,,,L18349c139,
Fe,2,20708.126,0.009,20708.131,0.004,0.5,,,108181.564,113010.585,3d6.(3G).4d,4G,11/2,3d6.(5D<4>).5f,2[7]*,13/2,,,L18349c139,
Fe,2,20708.9330,0.0010,20708.9330,0.0017,28,,,103118.421,107947.255,3d6.(5D).6s,4D,3/2,3d6.(5D).6p,4P*,3/2,,,L18349c148,
Fe,2,20712.5288,0.0013,20712.5275,0.0013,3.1,,,102543.689,107371.685,3d6.(5D).6s,6D,3/2,3d5.(2D1).4s.4p.(3P*),4D*,5/2,,,L18349c139,
Fe,1,20713.57,0.03,20713.600,0.018,8,,,52682.920,57510.666,3d7.(2D2).4p,t 3D*,2,3d7.(4F).6s,5F,3,,,L11631,
Fe,1,20714.26,0.03,20714.248,0.014,12,,,55124.938,59952.533,3d7.(4F).4d,f 3F,3,3d7.(4F<3/2>).4f,2[5/2]*,3,,,L11631,
Fe,1,20718.306,0.013,20718.312,0.010,35,,,43210.025,48036.673,3d6.(3H).4s.4p.(3P*),y 5G*,2,3d7.(4F).5s,e 5F,2,,,L11631,
Fe,2,20720.689,0.011,20720.7,0.4,0.4bl(Fe I),9E+03,D+,98294.909,103121.00,3d6.(3H).5s,e 4H,11/2,3d5.(2I).4s.4p.(3P*),4I*,13/2,,T6892c83,L18349c148,
Fe,1,20720.69,0.03,20720.686,0.010,19,,,51381.457,56207.552,3d6.(5D).4s (6D).5p,u 5F*,4,3d6.4s.(6D).5d,5D,4,,,L11631,
Fe,1,20722.608,0.013,20722.597,0.006,600,,,48531.865,53357.515,3d7.(4F).5s,e 3F,3,3d6.(3G).4s.4p.(3P*),x 3F*,3,,,L11631,
Fe,2,20726.766,0.005,20726.7761,0.0021,0.5,1.9E+05,D,104107.939,108932.616,3d6.(3P2).4d,4F,7/2,3d6.(3P2).5p,2D*,5/2,,T6892c83,L18349c139,
Fe,1,20728.79,0.09,20728.791,0.010,182bl,,,51692.010,56516.218,3d6.(5D).4s (6D).5p,u 5P*,3,3d7.(4F).6s,5F,4,,,L11631,
Fe,2,20728.7903,0.0016,20728.843,0.003,1.9bl(Fe I),8E+03,E,105589.674,110413.870,3d6.(3F2).4d,4H,7/2,3d6.(3H).5p,2G*,7/2,,T6892c83,L18349c148,
Fe,2,20733.6034,0.0010,20733.5961,0.0017,7,,,102394.764,107217.854,3d6.(5D).6s,4D,7/2,3d6.(5D).6p,6F*,9/2,,,L18349c145,
Fe,1,20737.920,0.013,20737.917,0.010,100,,,55124.938,59947.023,3d7.(4F).4d,f 3F,3,3d7.(4F<3/2>).4f,2[7/2]*,4,,,L11631,
Fe,1,20742.519,0.013,20742.511,0.010,407,,,48928.388,53749.405,3d7.(4F).5s,e 3F,2,3d6.(3G).4s.4p.(3P*),x 3F*,2,,,L11631,
Fe,2,20742.8681,0.0010,20742.8685,0.0022,40,,,103265.738,108086.672,3d6.(5D).6s,4D,1/2,3d6.(5D).6p,4P*,1/2,,,L18349c148,
Fe,2,20744.104,0.019,20744.108,0.003,0.22,2.1E+04,E,105155.093,109975.739,3d6.(3F2).4d,4G,9/2,3d6.(3H).5p,4G*,7/2,,T6892c83,L18349c139,
Fe,1,20746.67,0.03,20746.673,0.006,13,,,47017.188,51837.238,3d7.(4P).4p,w 3D*,3,3d6.(5D).4s (6D).4d,e 5P,3,,,L11631,
Fe,2,20747.221,0.013,20747.228,0.003,0.15,,,106924.441,111744.362,3d6.(3F2).4d,2G,9/2,3d6.(3F2).5p,2G*,7/2,,,L18349c139,
Fe,2,20749.528,0.003,20749.523,0.004,0.9,1.8E+05,E,103751.672,108571.060,3d6.(3H).4d,4H,11/2,3d6.(3H).5p,4G*,9/2,,T6892c83,L18349c139,
Fe,2,20761.978,0.007,20761.964,0.003,0.34bl(Fe I),8E+03,E,103814.552,108631.052,3d6.(5D).5d,4F,7/2,3d5.(4G).4s.4p.(1P*),4G*,7/2,,T6892c83,L18349c148,
Fe,1,20761.980,0.013,20761.977,0.006,24,,,46888.517,51705.014,3d7.(4P).4p,u 5D*,2,3d6.(5D).4s (6D).4d,f 5F,2,,,L11631,
Fe,1,20774.285,0.013,20774.261,0.016,56,,,54017.581,58831.230,3d7.(4F).5p,3G*,4,,58831e,3,,,L11631,
Fe,2,20776.73,0.04,20776.769,0.007,0.24,7E+03,D,104046.419,108859.487,3d6.(5D<0>).4f,2[3]*,5/2,3d6.(3G).4d,4D,3/2,,T6892c83,L18349c139,
Fe,2,20783.914,0.009,20783.915,0.003,0.15,,,106924.441,111735.854,3d6.(3F2).4d,2G,9/2,3d6.(3H).5p,4H*,7/2,,,L18349c139,
Fe,1,20804.730,0.013,20804.731,0.006,132,,,32133.991,36940.590,3d6.(5D).4s.4p.(3P*),z 3F*,2,3d7.(2F).4s,d 3F,2,,,L11631,
Fe,1,20805.310,0.013,20805.303,0.010,500,,,46026.971,50833.438,3d6.(3H).4s.4p.(3P*),z 3I*,6,3d6.(5D).4s (6D).4d,e 7F,5,,,L11631,
Fe,1,20810.774,0.013,20810.762,0.010,690,,,48928.388,53733.594,3d7.(4F).5s,e 3F,2,3d6.(3D).4s.4p.(3P*),5F*,3,,,L11631,
Fe,1,20819.188,0.013,20819.198,0.006,15,,,43163.326,47966.585,3d6.(5D).4s (6D).5s,e 7D,4,3d5.(6S).4s2.4p,v 5P*,3,,,L11631,
Fe,1,20819.535,0.013,20819.532,0.006,29,,,46901.832,51705.014,3d6.(3P2).4s.4p.(3P*),y 3P*,1,3d6.(5D).4s (6D).4d,f 5F,2,,,L11631,
Fe,2,20821.3030,0.0010,20821.3004,0.0022,8,,,102802.353,107605.127,3d6.(5D).6s,4D,5/2,3d6.(5D).6p,6F*,3/2,,,L18349c148,
Fe,2,20823.1690,0.0010,20823.169,0.003,24,,,102394.764,107197.107,3d6.(5D).6s,4D,7/2,3d6.(5D).6p,6P*,7/2,,,L18349c148,
Fe,2,20826.380,0.012,20826.383,0.003,1,6.9E+04,D+,84326.967,89128.569,3d6.(5D).4d,6P,5/2,3d5.(4P).4s.4p.(3P*),6P*,7/2,,T6892c83,L18349c139,
Fe,2,20829.8673,0.0018,20829.866,0.003,1.8,2.6E+05,D,103683.078,108483.877,3d6.(5D).5d,4F,9/2,3d6.(3H).5p,4G*,11/2,,T6892c83,L18349c139,
Fe,2,20834.558,0.002,20834.557,0.003,1.3,2.4E+05,E,103771.342,108571.060,3d6.(3H).4d,4G,9/2,3d6.(3H).5p,4G*,9/2,,T6892c83,L18349c139,
Fe,1,20835.28,0.03,20835.278,0.010,14,,,54879.683,59679.235,3d7.(4F).4d,e 3P,2,3d7.(4F<5/2>).4f,2[5/2]*,3,,,L11631,
Fe,1,20846.500,0.013,20846.493,0.006,1200,,,48531.865,53328.835,3d7.(4F).5s,e 3F,3,3d7.(4F).5p,3F*,4,,,L11631,
Fe,1,20847.20,0.03,20847.171,0.006,9,,,45726.130,50522.944,3d6.(3F2).4s.4p.(3P*),x 5G*,5,3d6.(5D).4s (6D).4d,e 5G,6,,,L11631,
Fe,1,20856.409,0.013,20856.401,0.010,85,,,48928.388,53723.079,3d7.(4F).5s,e 3F,2,3d6.(3D).4s.4p.(3P*),5F*,2,,,L11631,
Fe,2,20865.998,0.003,20866.002,0.003,5,2.6E+05,C+,84326.967,89119.452,3d6.(5D).4d,6P,5/2,3d6.(5D).5p,6D*,5/2,,T6892c83,L18349c139,
Fe,1,20866.86,0.07,20866.899,0.022,37,,,54879.683,59671.962,3d7.(4F).4d,e 3P,2,3d7.(4F<5/2>).4f,2[7/2]*,3,,,L11631,
Fe,1,20882.14,0.03,20882.145,0.014,28,,,53545.833,58334.613,3d7.(4F).4d,h 5D,3,3d6.(3H).4s.4p.(1P*),3G*,4,,,L11631,
Fe,2,20886.369,0.005,20886.372,0.003,0.6,,,102666.741,107454.552,3d6.(5D).6s,6D,1/2,3d5.(2D3).4s.4p.(3P*),4D*,1/2,,,L18349c139,
Fe,1,20887.93,0.07,20887.934,0.010,49,,,51692.010,56479.463,3d6.(5D).4s (6D).5p,u 5P*,3,3d6.4s.(6D).5d,5D,2,,,L11631,
Fe,2,20892.41,0.03,20892.415,0.003,0.13,,,105063.561,109849.987,3d6.(3F2).4d,4G,11/2,3d5.(2H).4s.4p.(3P*),4G*,9/2,,,L18349c139,
Fe,2,20902.931,0.002,20902.9270,0.0022,1.3,2.9E+04,E,103102.849,107886.868,3d6.(3P2).4d,4D,7/2,3d5.(4F).4s.4p.(3P*),6D*,7/2,,T6892c83,L18349c139,
Fe,1,20903.48,0.03,20903.464,0.006,15,,,44677.006,49460.902,3d6.(5D).4s (6D).5s,e 5D,4,3d7.(2G).4p,v 3G*,5,,,L11631,
Fe,2,20906.4419,0.0010,20906.4405,0.0022,40,,,102030.965,106814.180,3d6.(5D).6s,6D,7/2,3d6.(5D).6p,6D*,5/2,,,L18349c148,
Fe,1,20911.29,0.03,20911.280,0.006,37,,,51944.784,56726.892,3d6.(5D).4s (6D).5p,u 5P*,2,3d6.4s.(6D).5d,5F,3,,,L11631,
Fe,2,20922.476,0.006,20922.481,0.005,0.7,,,101698.519,106478.067,3d6.(5D).6s,6D,9/2,3d5.(4F).4s.4p.(3P*),6F*,7/2,,,L18349c139,
Fe,2,20942.05,0.03,20942.049,0.007,0.15,,,103172.173,107947.255,3d6.(3G).5s,f 4G,5/2,3d6.(5D).6p,4P*,3/2,,,L18349c139,
Fe,2,20943.160,0.004,20943.154,0.003,0.9,1.3E+04,E,103597.409,108372.239,3d6.(3P2).4d,2F,5/2,3d6.(3P2).5p,4S*,3/2,,T6892c83,L18349c139,
Fe,1,20953.816,0.013,20953.805,0.006,79,,,49352.341,54124.744,3d6.(5D).4s (6D).5p,n 7D*,5,3d6.(5D).4s (6D).6s,g 7D,4,,,L11631,
Fe,2,20959.9827,0.0011,20959.9840,0.0018,13,,,102394.764,107165.760,3d6.(5D).6s,4D,7/2,3d6.(5D).6p,4F*,7/2,,,L18349c139,
Fe,1,20964.359,0.013,20964.334,0.014,245,,,51692.010,56462.016,3d6.(5D).4s (6D).5p,u 5P*,3,3d6.4s.(6D).5d,7P,3,,,L11631,
Fe,2,20964.6885,0.0011,20964.686,0.003,11,,,102802.353,107572.279,3d6.(5D).6s,4D,5/2,3d6.(5D).6p,6F*,5/2,,,L18349c139,
Fe,2,20968.2839,0.0011,20968.2861,0.0018,9,,,102394.764,107163.871,3d6.(5D).6s,4D,7/2,3d6.(5D).6p,4P*,5/2,,,L18349c139,
Fe,1,20971.05,0.04,20971.048,0.018,17,,,48928.388,53696.867,3d7.(4F).5s,e 3F,2,3d6.(3D).4s.4p.(3P*),5F*,1,,,L11631,
Fe,2,20974.658,0.014,20974.659,0.004,0.2,1.1E+04,E,105398.876,110166.534,3d6.(3F2).4d,4H,11/2,3d6.(3F2).5p,4F*,9/2,,T6892c83,L18349c139,
Fe,1,20996.774,0.013,20996.767,0.006,42,,,33412.717,38175.355,3d8,c 3F,3,3d7.(4F).4p,y 3D*,3,,,L11631,
Fe,2,20999.203,0.008,20999.210,0.004,0.19,,,110008.310,114770.394,3d6.(3G).4d,2H,9/2,3d6.(3G).5p,2H*,9/2,,,L18349c139,
Fe,2,21021.232,0.006,21021.2325,0.0022,0.4,,,105155.093,109912.188,3d6.(3F2).4d,4G,9/2,3d6.(3H).5p,4I*,9/2,,,L18349c139,
Fe,2,21022.574,0.005,21022.576,0.005,0.5,1.2E+05,E,103874.261,108631.052,3d6.(3H).4d,4H,9/2,3d5.(4G).4s.4p.(1P*),4G*,7/2,,T6892c83,L18349c139,
Fe,1,21023.34,0.04,21023.301,0.010,45,,,53966.662,58723.289,3d7.(4F).4d,h 5D,2,3d7.(4F<9/2>).4f,2[5/2]*,2,,,L11631,
Fe,2,21023.837,0.002,21023.827,0.004,1.4,2.9E+05,D,103814.552,108571.060,3d6.(5D).5d,4F,7/2,3d6.(3H).5p,4G*,9/2,,T6892c83,L18349c139,
Fe,2,21032.3692,0.0016,21032.3697,0.0022,2.3,,,102543.689,107298.265,3d6.(5D).6s,6D,3/2,3d5.(2F1).4s.4p.(3P*),4G*,5/2,,,L18349c139,
Fe,2,21036.65,0.02,21036.723,0.005,0.25,,,109811.940,114565.532,3d6.(3G).4d,4F,9/2,3d6.(3G).5p,4H*,7/2,,,L18349c139,
Fe,2,21064.602,0.008,21064.601,0.003,0.32bl(Ne),1.5E+04,E,103771.342,108518.643,3d6.(3H).4d,4G,9/2,3d5.(2F1).4s.4p.(3P*),4F*,7/2,,T6892c83,L18349c148,
Fe,2,21074.171,0.002,21074.167,0.004,1.1,4.3E+05,E,104064.664,108809.810,3d6.(3H).4d,4I,13/2,3d5.(4G).4s.(5G).4p,4H*,11/2,,T6892c83,L18349c139,
Fe,2,21096.6863,0.0010,21096.686,0.003,9,,,102543.689,107283.770,3d6.(5D).6s,6D,3/2,3d6.(5D).6p,6D*,1/2,,,L18349c148,
Fe,2,21099.331,0.004,21099.339,0.006,0.5,,,108648.712,113388.197,3d6.(1I).5s,2I,13/2,3d6.(5D<3>).5f,2[6]*,13/2,,,L18349c139,
Fe,1,21101.163,0.013,21101.160,0.006,100,,,50008.522,54747.598,3d6.(5D).4s (6D).5p,n 7D*,2,3d6.(5D).4s (6D).6s,g 7D,1,,,L11631,
Fe,1,21129.635,0.013,21129.628,0.006,115,,,48928.388,53661.079,3d7.(4F).5s,e 3F,2,3d7.(4F).5p,5F*,3,,,L11631,
Fe,1,21130.238,0.013,21130.249,0.010,102,,,43022.985,47755.537,3d6.(3H).4s.4p.(3P*),y 5G*,4,3d7.(4F).5s,e 5F,3,,,L11631,
Fe,1,21130.801,0.013,21130.793,0.006,31,,,51381.457,56113.887,3d6.(5D).4s (6D).5p,u 5F*,4,3d7.(4F).6s,5F,5,,,L11631,
Fe,2,21137.866,0.013,21137.873,0.003,0.12,2.3E+04,E,105063.561,109794.406,3d6.(3F2).4d,4G,11/2,3d5.(2G2).4s.4p.(3P*),4H*,11/2,,T6892c83,L18349c139,
Fe,2,21152.8453,0.0010,21152.8471,0.0018,17,,,102802.353,107529.849,3d6.(5D).6s,4D,5/2,3d6.(5D).6p,6F*,7/2,,,L18349c148,
Fe,2,21158.310,0.003,21158.3118,0.0018,1.1,,,103002.660,107728.935,3d6.(3P2).4d,4D,5/2,3d5.(2D3).4s.4p.(3P*),2D*,5/2,,,L18349c139,
Fe,2,21164.374,0.011,21164.3750,0.0018,0.27,3.6E+03,D,103814.552,108539.473,3d6.(5D).5d,4F,7/2,3d5.(2F1).4s.4p.(3P*),4F*,5/2,,T6892c83,L18349c139,
Fe,1,21167.810,0.013,21167.811,0.010,48,,,52067.469,56791.623,3d6.(5D).4s (6D).4d,e 5P,2,3d6.4s.(6D<9/2>).4f,2[3/2]*,1,,,L11631,
Fe,2,21173.7275,0.0011,21173.7275,0.0013,13,,,102802.353,107525.187,3d6.(5D).6s,4D,5/2,3d6.(5D).6p,6P*,5/2,,,L18349c148,
Fe,2,21179.4936,0.0011,21179.495,0.004,4,9E+04,D,103165.320,107886.868,3d6.(3P2).4d,4F,9/2,3d5.(4F).4s.4p.(3P*),6D*,7/2,,T6892c83,L18349c148,
Fe,2,21183.947,0.002,21183.847,0.006,0.6bl(Fe I),,,108642.450,113363.028,3d6.(3G).4d,4D,5/2,3d6.(5D<3>).5f,2[2]*,3/2,,,L18349c148,
Fe,1,21183.948,0.013,21183.936,0.006,43,,,24335.766,29056.324,3d7.(2P).4s,c 3P,2,3d6.(5D).4s.4p.(3P*),z 5P*,3,,,L11631,
Fe,2,21197.01,0.03,21196.981,0.003,0.09,,,108518.643,113236.296,3d5.(2F1).4s.4p.(3P*),4F*,7/2,3d6.(5D).7s,4D,5/2,,,L18349c139,
Fe,1,21201.370,0.013,21201.367,0.006,76,,,46744.993,51461.670,3d7.(4P).4p,u 5D*,3,3d6.(5D).4s (6D).4d,f 5F,4,,,L11631,
Fe,1,21206.271,0.013,21206.272,0.006,47,,,46888.517,51604.103,3d7.(4P).4p,u 5D*,2,3d6.(5D).4s (6D).4d,f 5F,3,,,L11631,
Fe,2,21212.767,0.002,21212.759,0.003,1.1,7E+05,D,104192.487,108906.631,3d6.(3H).4d,4I,9/2,3d5.(4G).4s.4p.(1P*),4H*,7/2,,T6892c83,L18349c139,
Fe,4,,,21220,6,,2E-02,D,52695.4,57408.0,3d5,4F,7/2,3d5,2G2,7/2,M1,T492,,
Fe,1,21222.11,0.04,21222.100,0.006,42,,,52067.469,56779.538,3d6.(5D).4s (6D).4d,e 5P,2,3d6.4s.(6D<9/2>).4f,2[5/2]*,2,,,L11631,
Fe,1,21229.95,0.07,21229.953,0.010,29,,,54555.418,59265.744,3d7.(4F).4d,e 3H,4,3d7.(4F<7/2>).4f,2[7/2]*,4,,,L11631,
Fe,2,21231.0637,0.0011,21231.062,0.004,20,,,102334.140,107044.220,3d6.(5D).6s,6D,5/2,3d6.(5D).6p,6D*,3/2,,,L18349c148,
Fe,2,21232.547,0.017,21232.64,0.03,0.5,,,87985.667,92695.398,3d6.(5D).4d,4P,5/2,3d6.(3P1).4p,u 2D*,5/2,,,L18349c145,
Fe,2,21234.059,0.004,21234.060,0.003,0.6,1.2E+05,E,103921.637,108631.052,3d6.(3H).4d,4G,7/2,3d5.(4G).4s.4p.(1P*),4G*,7/2,,T6892c83,L18349c139,
Fe,2,21238.1015,0.0010,21238.1006,0.0018,12,,,103118.421,107826.940,3d6.(5D).6s,4D,3/2,3d6.(5D).6p,6P*,3/2,,,L18349c148,
Fe,1,21244.262,0.014,21244.264,0.006,500,,,39969.853,44677.006,3d6.(5D).4s.4p.(1P*),x 5D*,3,3d6.(5D).4s (6D).5s,e 5D,4,,,L11631,
Fe,1,21254.756,0.014,21254.762,0.006,21,,,49850.590,54555.418,3d7.(2G).4p,v 3G*,3,3d7.(4F).4d,e 3H,4,,,L11631,
Fe,2,21257.4473,0.0013,21257.441,0.004,3.3,,,102334.140,107038.375,3d6.(5D).6s,6D,5/2,3d5.(2D3).4s.4p.(3P*),4D*,7/2,,,L18349c139,
Fe,1,21271.38,0.09,21271.373,0.006,27bl*,,,47136.084,51837.238,3d7.(4P).4p,w 3D*,2,3d6.(5D).4s (6D).4d,e 5P,3,,,L11631,
Fe,1,21271.38,0.09,21271.423,0.006,27bl*,,,50433.025,55134.168,3d6.(5D).4s (6D).5p,n 7F*,3,3d6.4s.(6D).6s,5D,2,,,L11631,
Fe,2,21278.455,0.003,21278.461,0.004,1,3.5E+04,E,104107.939,108807.527,3d6.(3P2).4d,4F,7/2,3d6.(3P2).5p,4P*,5/2,,T6892c83,L18349c139,
Fe,1,21281.688,0.014,21281.676,0.006,12,,,26623.735,31322.613,3d7.(2D2).4s,a 3D,2,3d6.(5D).4s.4p.(3P*),z 3D*,3,,,L11631,
Fe,1,21283.01,0.04,21283.008,0.006,14,,,52067.469,56766.053,3d6.(5D).4s (6D).4d,e 5P,2,3d6.4s.(6D<9/2>).4f,2[7/2]*,3,,,L11631,
Fe,1,21290.17,0.09,21290.153,0.006,32bl*,,,45726.130,50423.137,3d6.(3F2).4s.4p.(3P*),x 5G*,5,3d6.(5D).4s (6D).4d,f 5D,4,,,L11631,
Fe,1,21290.17,0.09,21290.158,0.006,32bl*,,,24772.018,29469.024,3d7.(2P).4s,c 3P,1,3d6.(5D).4s.4p.(3P*),z 5P*,2,,,L11631,
Fe,2,21291.107,0.012,21291.096,0.003,0.22,7E+04,E,103874.261,108571.060,3d6.(3H).4d,4H,9/2,3d6.(3H).5p,4G*,9/2,,T6892c83,L18349c139,
Fe,2,21294.0043,0.0011,21294.0070,0.0018,21,,,102802.353,107498.510,3d6.(5D).6s,4D,5/2,3d6.(5D).6p,4D*,3/2,,,L18349c148,
Fe,2,21299.726,0.005,21299.708,0.005,0.35bl(Fe II)*,6E+03,E,103191.968,107886.868,3d6.(3P2).4d,2F,7/2,3d5.(4F).4s.4p.(3P*),6D*,7/2,,T6892c83,L18349c148,
Fe,2,21299.726,0.005,21299.735,0.003,0.35bl(Fe II)*,9E+03,E,105155.093,109849.987,3d6.(3F2).4d,4G,9/2,3d5.(2H).4s.4p.(3P*),4G*,9/2,,T6892c83,L18349c148,
Fe,2,21300.743,0.003,21300.747,0.004,0.8,4.4E+05,D,104174.285,108868.956,3d6.(3H).4d,4I,11/2,3d6.(3H).5p,4H*,9/2,,T6892c83,L18349c139,
Fe,2,21313.953,0.003,21313.959,0.004,0.9,1.2E+04,E,105288.874,109980.635,3d6.(3F2).4d,4H,13/2,3d5.(2H).4s.4p.(3P*),4H*,11/2,,T6892c83,L18349c139,
Fe,1,21344.18,0.07,21344.225,0.006,44,,,46313.537,50998.645,3d7.(4P).4p,w 5P*,2,3d6.(5D).4s (6D).4d,f 7D,2,,,L11631,
Fe,2,21345.971,0.006,21345.970,0.003,0.4,4.2E+04,E,105291.014,109975.739,3d6.(3F2).4d,4G,7/2,3d6.(3H).5p,4G*,7/2,,T6892c83,L18349c139,
Fe,2,21350.2286,0.0017,21350.222,0.005,2.2,,,102334.140,107017.932,3d6.(5D).6s,6D,5/2,3d5.(2D3).4s.4p.(3P*),4D*,5/2,,,L18349c139,
Fe,2,21360.5929,0.0011,21360.5974,0.0018,14,,,103265.738,107947.255,3d6.(5D).6s,4D,1/2,3d6.(5D).6p,4P*,3/2,,,L18349c145,
Fe,2,21367.458,0.014,21367.462,0.004,0.13bl(Fe I),,,106900.373,111580.386,3d6.(3F2).4d,2G,7/2,3d6.(3F2).5p,2F*,7/2,,,L18349c148,
Fe,1,21367.46,0.09,21367.448,0.014,19bl,,,54266.716,58946.732,3d7.(4F).4d,e 3H,5,3d6.(3H).4s.4p.(1P*),3I*,6,,,L11631,
Fe,2,21376.4616,0.0011,21376.4602,0.0018,17,,,102030.965,106709.008,3d6.(5D).6s,6D,7/2,3d6.(5D).6p,4F*,9/2,,,L18349c148,
Fe,2,21381.911,0.006,21381.9176,0.0018,0.35,,,104873.232,109550.081,3d6.(5D).5d,4D,7/2,3d6.(3P2).5p,4D*,7/2,,,L18349c139,
Fe,1,21392.00,0.09,21391.990,0.006,100bl*,,,45333.875,50008.522,3d6.(5D).4s (6D).5s,e 5D,2,3d6.(5D).4s (6D).5p,n 7D*,2,,,L11631,
Fe,1,21392.00,0.09,21391.999,0.006,100bl*,,,49805.257,54479.902,3d6.(5D).4s (6D).5p,n 7D*,3,3d6.4s.(6D).6s,5D,4,,,L11631,
Fe,2,21431.216,0.006,21431.220,0.003,0.4,,,105398.876,110064.966,3d6.(3F2).4d,4H,11/2,3d6.(3H).5p,2G*,9/2,,,L18349c139,
Fe,1,21433.607,0.014,21433.599,0.015,54,,,53352.989,58018.561,3d7.(4F).4d,e 5H,6,3d6.(3H).4s.4p.(1P*),3G*,5,,,L11631,
Fe,2,21446.7161,0.0011,21446.714,0.003,12,,,101698.519,106361.238,3d6.(5D).6s,6D,9/2,3d6.(5D).6p,6D*,9/2,,,L18349c148,
Fe,3,,,21457.4,0.6,,3.41E-02,B+,20481.72,25142.12,3d6,3H,4,3d6,3G,3,M1,u45,,
Fe,2,21466.036,0.011,21466.0450,0.0023,0.18,,,108217.596,112876.116,3d5.(2F1).4s.4p.(3P*),4F*,9/2,3d6.(5D).7s,4D,7/2,,,L18349c139,
Fe,2,21471.0854,0.0011,21471.0826,0.0018,15,,,102802.353,107459.780,3d6.(5D).6s,4D,5/2,3d5.(2F1).4s.4p.(3P*),4G*,7/2,,,L18349c148,
Fe,1,21475.27,0.04,21475.283,0.010,51,,,54066.773,58723.289,3d7.(4F).4d,f 3D,2,3d7.(4F<9/2>).4f,2[5/2]*,2,,,L11631,
Fe,2,21476.3938,0.0010,21476.3948,0.0018,21,8.5E+05,B+,86124.348,90780.623,3d6.(5D).4d,e 4F,9/2,3d6.(5D).5p,4F*,7/2,,T6892c83,L18349c148,
Fe,2,21477.920,0.003,21477.917,0.004,0.6,,,106924.441,111580.386,3d6.(3F2).4d,2G,9/2,3d6.(3F2).5p,2F*,7/2,,,L18349c139,
Fe,2,21481.88,0.03,21481.876,0.003,0.12,,,104916.552,109571.639,3d6.(3F2).4d,4F,9/2,3d5.(2G2).4s.4p.(3P*),4H*,7/2,,,L18349c139,
Fe,2,21484.41,0.03,21484.488,0.006,0.09,,,113801.798,118456.319,3d6.(5D<2>).5g,2[3],5/2,3d6.(5D<4>).6h,2[4]*,7/2,,,L18349c139,
Fe,2,21485.9835,0.0010,21485.9881,0.0023,26,1.3E+06,B+,86416.370,91070.566,3d6.(5D).4d,e 4F,7/2,3d6.(5D).5p,4F*,5/2,,T6892c83,L18349c145,
Fe,1,21495.455,0.014,21495.438,0.010,40,,,47960.940,52613.090,3d7.(4F).5s,e 3F,4,3d7.(2H).4p,w 3H*,5,,,L11631,
Fe,2,21504.105,0.003,21504.239,0.005,0.8,2E+04,E,106018.682,110668.928,3d6.(3H).4d,2H,9/2,3d6.(3H).5p,2H*,11/2,,T6892c83,L18349c145,
Fe,2,21507.12,0.02,21507.115,0.005,0.12,2.7E+04,E,104622.308,109271.932,3d6.(3H).4d,2I,13/2,3d5.(2I).4s.4p.(3P*),2I*,11/2,,T6892c83,L18349c139,
Fe,1,21514.06,0.04,21514.028,0.010,38,,,54066.518,58714.648,3d7.(4F).4d,e 3G,4,3d7.(4F<9/2>).4f,2[7/2]*,3,,,L11631,
Fe,1,21521.018,0.014,21521.020,0.007,49,,,43108.917,47755.537,3d6.(3H).4s.4p.(3P*),z 5H*,4,3d7.(4F).5s,e 5F,3,,,L11631,
Fe,2,21531.398,0.008,21531.390,0.004,0.4,2.2E+04,E,103874.261,108518.643,3d6.(3H).4d,4H,9/2,3d5.(2F1).4s.4p.(3P*),4F*,7/2,,T6892c83,L18349c139,
Fe,2,21534.9668,0.0011,21534.965,0.003,7,,,102394.764,107038.375,3d6.(5D).6s,4D,7/2,3d5.(2D3).4s.4p.(3P*),4D*,7/2,,,L18349c148,
Fe,1,21559.16,0.04,21559.182,0.010,37,,,54066.518,58704.913,3d7.(4F).4d,e 3G,4,3d7.(4F<9/2>).4f,2[9/2]*,4,,,L11631,
Fe,1,21576.79,0.04,21576.821,0.015,141,,,51827.413,56462.016,3d6.(5D).4s (6D).5p,u 5F*,2,3d6.4s.(6D).5d,7P,3,,,L11631,
Fe,1,21578.14,0.04,21578.157,0.010,63,,,54066.518,58700.834,3d7.(4F).4d,e 3G,4,3d7.(4F<9/2>).4f,2[11/2]*,5,,,L11631,
Fe,2,21581.825,0.003,21581.822,0.003,0.9,1E+05,D,104916.552,109550.081,3d6.(3F2).4d,4F,9/2,3d6.(3P2).5p,4D*,7/2,,T6892c83,L18349c139,
Fe,2,21585.03,0.02,21584.892,0.003,0.4,,,102584.984,107217.854,3d6.(3G).5s,f 4G,11/2,3d6.(5D).6p,6F*,9/2,,,L18349c145,
